# tic_id,sector,outburst,flare,tpeak,tpeak_ll,tpeak_ul,ampl,ampl_ll,ampl_ul,fwhm,fwhm_ll,fwhm_ul,duration,duration_ll,duration_ul,bol_energy,bol_energy_ll,bol_energy_ul,M_CME,M_CME_ll,M_CME_ul,tessmag,teff,radius,logg,type,tess_rot,kelt_rot,rot,FFD_alpha,FFD_beta,preb_chem,ozone_depl_cons,ozone_depl_perm
267094881,1,1,1,2458343.863,9.33E-05,9.19E-05,0.294578888,0.014075384,0.013904844,0.00390666,0.000352574,0.000373684,0.066947336,0.060280603,0.074060741,8.81E+32,6.56E+31,7.58E+31,5.38E+19,5.03E+19,1.82E+21,13.76299953,3174,0.228,5.03218985,M0-M4.5,nan,nan,nan,-1.051155213,33.25198293,0,0,0
269762258,1,1,1,2458343.659,0.001919987,0.001987614,0.130363127,0.015596699,0.016784021,0.047991631,0.006087261,0.006804698,0.29565629,0.289049557,0.303116364,8.25E+33,1.55E+33,2.05E+33,2.31E+20,2.25E+20,3.01E+21,12.98099995,3271,nan,nan,M0-M4.5,nan,nan,nan,nan,nan,0,0,0
269762999,1,1,1,2458340.003,8.82E-05,8.62E-05,0.243784166,0.014724838,0.015209435,0.002624874,0.000280498,0.000311424,0.043193765,0.038053714,0.04896049,6.23E+32,4.64E+31,4.96E+31,6.64E+19,6.35E+19,1.04E+21,13.32800007,3133,nan,nan,M0-M4.5,nan,nan,nan,nan,nan,0,0,0
269793839,1,1,1,2458325.499,0.000102695,0.000121077,0.083562621,0.009339237,0.012168411,0.002648834,0.000599262,0.000633383,0.033100331,0.024706914,0.042680427,1.56E+32,1.56E+31,2.09E+31,1.73E+19,1.68E+19,4.27E+20,12.65699959,3098,nan,nan,M4.5-M10,0.362,nan,0.362,-0.565290945,17.36617831,0,0,0
269829656,1,1,1,2458345.414,0.000134557,0.000258509,0.174525848,0.018190511,0.012360396,0.004794123,0.000374391,0.0005502,0.073100731,0.065580656,0.082840828,1.92E+32,9.33E+30,8.38E+30,4.69E+19,4.17E+19,3.73E+20,11.59399986,2850,0.15592501,4.25,M4.5-M10,0.739,nan,0.739,nan,nan,0,0,0
269849065,1,1,1,2458341.236,3.05E-05,3.03E-05,0.834330292,0.038389337,0.058307036,0.001537638,0.000214733,0.000179892,0.032100321,0.027393607,0.036273696,2.89E+33,2.35E+32,2.19E+32,2.9E+20,2.63E+20,5.72E+21,12.84899998,3325,0.29800001,4.95239019,M0-M4.5,nan,nan,nan,-0.406765039,12.37102108,1,0,0
269857351,1,1,1,2458333.15,0.000107742,0.000155591,0.228272174,0.029051839,0.038995287,0.001062062,0.000234401,0.000262002,0.017223506,0.013016797,0.022226889,5.98E+31,6.06E+30,8.92E+30,1.53E+19,1.49E+19,2.4E+20,13.26900005,2987,nan,nan,M4.5-M10,0.401,nan,0.401,-0.729726711,22.36015093,0,0,0
269940990,1,1,1,2458344.825,7.49E-05,7.57E-05,0.036047888,0.003315755,0.006317498,0.002500492,0.000796592,0.000694055,0.023440234,0.015363487,0.031860319,2.19E+32,4.03E+31,5.05E+31,3.89E+19,3.67E+19,3.98E+20,10.15499973,3358,0.31400001,4.93592978,M0-M4.5,0.989,nan,0.989,nan,nan,0,0,0
270038761,1,1,1,2458327.776,3.65E-05,4.1E-05,0.115565394,0.006943413,0.007887076,0.001794435,0.000182577,0.000193532,0.024596913,0.021716884,0.027740277,4.82E+32,2.25E+31,2.49E+31,2.65E+19,2.45E+19,4.56E+20,11.35499954,3343,0.30700001,4.94271994,M0-M4.5,0.79,nan,0.79,-1.767100995,56.38445811,0,0,0
270101915,1,1,1,2458328.239,0.000208139,0.0002206,0.091451788,0.008367777,0.008954066,0.007436352,0.001513787,0.00209207,0.095430954,0.073887406,0.125604589,8.2E+32,1.93E+32,2.94E+32,1.16E+20,1.1E+20,2.93E+21,12.65100002,3200,0.23999999,5.01645994,M0-M4.5,0.581,nan,0.581,-0.728397702,22.79283657,0,0,0
270356871,1,1,1,2458350.63,0.000705372,0.00077998,0.019562276,0.002044092,0.002163318,0.026709286,0.002519691,0.002679497,0.189828565,0.162008287,0.22031887,4.42E+35,6.12E+34,6.79E+34,6.1E+21,5.87E+21,5.52E+22,8.53499985,5890,1.91079998,3.90477991,FGK,nan,nan,nan,nan,nan,0,0,0
270368906,1,1,1,2458335.487,0.000106,0.000119615,0.119655477,0.006155286,0.006447918,0.00377126,0.000368404,0.00039574,0.052187189,0.046413797,0.058483918,5.6E+32,3.07E+31,3.93E+31,3.17E+19,2.84E+19,8.76E+20,12.53600025,3218,nan,nan,M0-M4.5,0.688,nan,0.688,-0.976447737,30.84906094,0,0,0
270474668,1,1,1,2458329.298,8.04E-05,7.51E-05,0.282263401,0.037239529,0.05614041,0.001525925,0.00037159,0.000405684,0.025913592,0.019013523,0.034060341,8.86E+32,1E+32,1.16E+32,5.55E+19,5.13E+19,6.57E+20,13.73499966,3311,nan,nan,M0-M4.5,0.446,nan,0.446,nan,nan,0,0,0
270623499,1,1,1,2458326.938,7.55E-05,7.32E-05,0.359226977,0.021310488,0.022893842,0.002633122,0.000281022,0.000294396,0.04700047,0.041463748,0.052903862,6.75E+32,4.47E+31,4.58E+31,4.91E+19,4.57E+19,1.25E+21,13.01000023,3066,nan,nan,M4.5-M10,0.367,nan,0.367,-0.789660373,24.86079817,0,0,0
270672809,1,1,1,2458339.814,0.000134932,0.000150634,0.344502435,0.064828117,0.110838133,0.000512093,0.000147221,0.000169753,0.009060091,0.006180062,0.012746794,1.1E+32,9.58E+30,1.19E+31,1.95E+19,1.82E+19,2.59E+20,13.05000019,3106,0.20100001,5.0675602,M0-M4.5,0.553,nan,0.553,-0.598365564,18.23845459,0,0,0
270676943,1,1,1,2458334.726,3.23E-05,2.9E-05,0.319309338,0.026841723,0.031222176,0.001290627,0.000166113,0.000183247,0.022490225,0.019240192,0.026176928,3.35E+32,1.89E+31,1.74E+31,3.05E+19,2.68E+19,3.72E+20,11.89000034,3081,nan,nan,M4.5-M10,0.742,nan,0.742,-0.654856889,20.43118092,0,0,0
271640350,1,1,1,2458329.888,0.000186422,0.00017113,0.038077863,0.001730647,0.001805625,0.011481122,0.000522449,0.000523974,0.109974433,0.103081031,0.117057837,7.93E+34,5.86E+33,3.82E+33,1.15E+21,1.09E+21,1.42E+22,9.31000042,5467.799805,0.93450898,4.57472992,FGK,nan,nan,nan,nan,nan,0,0,0
271698144,1,1,1,2458332.355,5.49E-05,5.94E-05,0.200141235,0.007582252,0.008165184,0.003138615,0.000215379,0.000226519,0.049423828,0.045630456,0.053477201,3.05E+33,1.72E+32,1.39E+32,2.46E+20,2.16E+20,3.05E+21,12.63500023,3504,nan,nan,M0-M4.5,0.419,nan,0.419,-0.881643884,28.3796019,0,0,0
271725679,1,1,1,2458344.677,0.000267887,0.000251324,0.498350526,0.013203112,0.013781691,0.021629612,0.001136749,0.001148951,0.271629383,0.270492705,0.272776061,1.59E+34,7.61E+32,9.2E+32,7.88E+20,7.62E+20,1.13E+22,13.40999985,3242,nan,nan,M0-M4.5,0.813,nan,0.813,-0.327953693,9.767641422,1,0,0
271900514,1,1,1,2458341.435,0.000125996,0.000131616,0.053221633,0.004166906,0.004581076,0.002701075,0.000386614,0.000447258,0.029223626,0.024340243,0.03503035,3.78E+33,4.02E+32,4.16E+32,3.24E+20,3.1E+20,3.74E+21,11.61600018,4077,0.65973401,4.60451984,FGK,nan,nan,nan,-0.864196204,28.29161137,0,0,0
271975726,1,1,1,2458330.309,5.13E-05,5.51E-05,0.246636609,0.018443752,0.021284599,0.002002317,0.000250222,0.00026749,0.033033664,0.028413617,0.038123715,4.59E+32,3.46E+31,3.58E+31,2.72E+19,2.53E+19,3.32E+20,12.97200012,3100,nan,nan,FGK,nan,nan,nan,-0.727717555,22.81189965,0,0,0
273369281,1,1,1,2458328.856,6.62E-05,6.34E-05,0.199184061,0.013120253,0.016529115,0.001508998,0.000189919,0.000185658,0.023733571,0.020423538,0.027140271,4.8E+31,2.69E+30,3.02E+30,1.04E+19,9.49E+18,9.51E+19,12.38099957,2856,0.134,5.1798501,M4.5-M10,0.649,nan,0.649,nan,nan,0,0,0
273395799,1,1,1,2458326.968,0.000309461,0.000348722,0.05137179,0.00609921,0.006714669,0.006025185,0.001417501,0.001781243,0.064403977,0.047093804,0.087004203,4.7E+32,9.83E+31,1.08E+32,6.13E+19,5.97E+19,4.7E+20,12.96700001,3238,nan,nan,M0-M4.5,nan,nan,nan,-0.787975233,25.06689959,0,0,0
273416539,1,1,1,2458328.828,0.000106937,9.71E-05,0.056454535,0.008890008,0.013761435,0.001458968,0.000480539,0.000636091,0.016103494,0.010176768,0.024823582,3.06E+32,7.76E+31,7.04E+31,2.08E+19,1.96E+19,2.42E+20,11.12300014,3419,nan,nan,M0-M4.5,nan,nan,nan,-0.864339743,27.27406741,0,0,0
273515033,1,1,1,2458343.903,3.9E-05,3.23E-05,0.478354955,0.07283118,0.095679265,0.000345114,6.95E-05,8.2E-05,0.006510065,0.005033384,0.008340083,1.19E+32,6.15E+30,5.96E+30,1.72E+19,1.64E+19,3.24E+20,12.24400043,3174,0.228,5.03430986,M0-M4.5,nan,nan,nan,nan,nan,0,0,0
273550461,1,1,1,2458328.176,0.000305925,0.000301863,0.086308896,0.003709593,0.003663945,0.0165703,0.001477061,0.001725327,0.209078757,0.18797188,0.23368567,2.75E+33,2.04E+32,1.93E+32,5.46E+19,4.73E+19,1.38E+21,12.68500042,3352,0.31099999,4.9386301,M0-M4.5,0.362,nan,0.362,-0.900398379,28.66281349,0,0,0
273550465,1,1,1,2458341.538,0.000610471,0.001276007,0.200591016,0.033057211,0.041885413,0.006797986,0.001996241,0.002784094,0.107111071,0.072487392,0.157508242,7.11E+32,1.77E+32,3.55E+32,6.27E+19,6E+19,4.71E+20,14.04199982,3100,0.199,5.06861019,FGK,0.362,nan,0.362,nan,nan,0,0,0
273551414,1,1,1,2458341.184,0.000128157,0.000214348,0.081267757,0.013830926,0.02098862,0.002025566,0.000681563,0.000906864,0.025100251,0.015720157,0.038853722,1.8E+32,3.35E+31,4.43E+31,2.03E+19,1.96E+19,4.08E+20,12.74600029,3158,nan,nan,M0-M4.5,0.269,nan,0.269,nan,nan,0,0,0
273606451,1,1,1,2458333.037,0.000868257,0.000807978,0.069749207,0.005271249,0.005780954,0.022560769,0.004039457,0.005014368,0.266782668,0.213608803,0.274092741,7.12E+32,1.31E+32,1.61E+32,9.07E+19,8.26E+19,1.3E+21,13.24600029,3091,0.19599999,5.07140017,M4.5-M10,nan,nan,nan,nan,nan,0,0,0
274017928,1,1,1,2458334.627,3.92E-05,3.83E-05,0.149009677,0.023880129,0.025241921,0.000739603,0.000142233,0.000194634,0.010840108,0.008363417,0.014236809,3.64E+32,2.62E+31,2.91E+31,4.7E+19,4.48E+19,7.77E+20,11.6789999,3432,nan,nan,M0-M4.5,nan,nan,nan,-0.3061089,9.140766466,1,0,0
277298771,1,1,1,2458329.51,0.000195632,0.000172523,0.06438694,0.005954947,0.005931584,0.004215866,0.000766682,0.000923436,0.048597153,0.038513718,0.060923943,1.9E+34,3.79E+33,6.17E+33,5.14E+20,4.98E+20,1.01E+22,10.24300003,4726,0.78339201,4.52970982,FGK,nan,nan,nan,-0.632736711,20.71867513,0,0,1
278024057,1,1,1,2458351.048,8.19E-05,8.16E-05,0.056504153,0.002302533,0.002387585,0.003498705,0.000346273,0.000386248,0.03863372,0.034323677,0.043497102,4.15E+34,2.96E+33,4.1E+33,1.08E+21,1.06E+21,1.73E+22,9.09599972,5625,0.95990998,4.47236013,FGK,nan,nan,nan,nan,nan,0,0,0
278614475,1,1,1,2458353.01,0.000451592,0.000473754,0.211848246,0.017388296,0.017884255,0.01048063,0.001737652,0.00211388,0.167195005,0.136784701,0.204585379,1.03E+33,1.45E+32,1.88E+32,6.05E+19,5.81E+19,1.01E+21,13.53600025,3062,0.186,5.08691978,M4.5-M10,nan,nan,nan,nan,nan,0,0,0
278634010,1,1,1,2458326.541,0.000217538,0.000293791,0.030196599,0.001767733,0.001521522,0.013432839,0.000629722,0.000576139,0.117117838,0.108761088,0.124697914,6.07E+34,6.68E+33,3.14E+33,1.14E+21,1.08E+21,2.13E+22,8.42800045,4907,1.08296001,4.27426004,FGK,nan,nan,nan,-0.716954156,23.92794468,0,0,1
278658834,1,1,1,2458342.322,0.000633562,0.0006516,0.144747928,0.030301711,0.036139083,0.00876761,0.002315626,0.002238413,0.127577942,0.088210882,0.169278359,2.29E+33,8.83E+32,1.07E+33,2.74E+20,2.61E+20,3.22E+21,13.06700039,3344,0.30700001,4.94271994,M0-M4.5,0.939,nan,0.939,nan,nan,0,0,0
278703988,1,1,1,2458340.085,0.000419501,0.000738483,0.145255218,0.024991689,0.0194647,0.008378441,0.001209557,0.002028749,0.122027887,0.099340993,0.156451565,6.25E+32,4.09E+31,5.59E+31,4.79E+19,4.47E+19,1.09E+21,13.2130003,3091,0.19599999,5.07140017,M4.5-M10,0.679,nan,0.679,-0.647797175,19.78683384,0,0,0
278708134,1,1,1,2458344.199,4.47E-05,4.34E-05,0.371918045,0.010086106,0.010403969,0.00394985,0.000203643,0.000220008,0.070997377,0.066967336,0.075364087,1.17E+34,3.97E+32,5E+32,4.77E+20,4.37E+20,8.65E+21,10.32499981,3481,0.56400001,4.72191,M0-M4.5,nan,nan,nan,nan,nan,0,0,0
278823339,1,1,1,2458331.077,0.000347383,0.00033812,0.194956329,0.035456908,0.046579378,0.008587424,0.001146013,0.001311103,0.134428011,0.110974443,0.162571626,1.92E+33,4.72E+32,3.88E+32,2.18E+20,2.07E+20,5.4E+21,13.21500015,3186,nan,nan,M0-M4.5,0.778,nan,0.778,nan,nan,0,0,0
279314127,1,1,1,2458328.563,7.94E-05,6.73E-05,0.242665536,0.026061209,0.052251858,0.001330636,0.000357095,0.000319345,0.021873552,0.015606823,0.028280283,7.61E+31,9.53E+30,8.37E+30,1.33E+19,1.23E+19,4.16E+20,12.82199955,3009,nan,nan,M4.5-M10,nan,nan,nan,-0.561691609,17.20699486,0,0,0
279315384,1,1,1,2458327.417,0.000143041,0.000146796,0.055091215,0.001918882,0.001929691,0.008131082,0.000569257,0.000625837,0.089027557,0.081800818,0.096997637,7.21E+34,3.33E+33,5.65E+33,1.16E+21,1.14E+21,1.5E+22,10.0369997,5345,0.96885598,4.43134022,FGK,nan,nan,nan,nan,nan,0,0,0
279570232,1,1,1,2458330.382,0.000149629,0.000153505,0.043328701,0.001193542,0.001192168,0.013246066,0.000826436,0.000884092,0.133231332,0.123631236,0.143544769,1.52E+35,7.49E+33,9.5E+33,1.78E+21,1.64E+21,2.66E+22,10.88599968,5638.709961,1.06883001,4.58923006,FGK,nan,1.1196,1.1196,nan,nan,0,0,0
280794244,1,1,1,2458332.386,0.000213946,0.000238867,0.051318405,0.007509364,0.008533546,0.003343682,0.00087586,0.001298036,0.035727024,0.024920249,0.052247189,4.1E+31,9.02E+30,8.14E+30,9.79E+18,9.28E+18,1.21E+20,12.65299988,2954,nan,nan,M4.5-M10,0.303,nan,0.303,nan,nan,0,0,0
280868464,1,1,1,2458326.613,0.000389548,0.000389739,0.047214669,0.004206863,0.004267055,0.008414188,0.001496395,0.001716333,0.087310873,0.069387361,0.108371084,9.73E+33,1.44E+33,1.66E+33,2.64E+20,2.53E+20,5.66E+21,12.84899998,4031,0.649912,4.6122098,FGK,nan,nan,nan,nan,nan,0,0,0
280910638,1,1,1,2458335.511,0.000259093,0.000313114,0.10860117,0.016064208,0.019573205,0.00390418,0.00094362,0.001180941,0.052607193,0.038123715,0.071677383,7.77E+32,1.23E+32,1.2E+32,1.24E+20,1.19E+20,2.79E+21,13.35900021,3292,0.28200001,4.96928978,M0-M4.5,nan,nan,nan,nan,nan,0,0,0
281498280,1,1,1,2458327.855,0.000470113,0.000347804,0.061571217,0.005337797,0.005846128,0.007162089,0.001545707,0.001853189,0.081370814,0.061917286,0.105467721,4.81E+32,1.06E+32,9.54E+31,6.99E+19,6.75E+19,8.16E+20,11.90100002,3239,0.257,4.99696016,M0-M4.5,nan,nan,nan,-0.439299916,13.48086646,1,0,0
281582156,1,1,1,2458338.366,8.12E-05,9.28E-05,0.045517738,0.001921921,0.001944031,0.004722064,0.000368189,0.000407375,0.04835715,0.043887106,0.053323867,4.43E+34,2.58E+33,2.7E+33,4.82E+20,4.48E+20,1.81E+22,9.94999981,4774,1.30479002,4.08010006,FGK,nan,nan,nan,nan,nan,0,0,0
287438823,1,1,1,2458329.819,0.000370357,0.000364417,0.075304314,0.008034229,0.008497677,0.006174264,0.001264884,0.001476156,0.074767414,0.057390574,0.095687624,8.25E+32,1.08E+32,1.85E+32,7.89E+19,7.63E+19,1.02E+21,13.11299992,3286,nan,nan,M0-M4.5,nan,nan,nan,-1.104534171,35.40258222,0,0,0
289840926,1,1,1,2458332.97,6.6E-05,7.31E-05,0.485490091,0.031946529,0.037580141,0.002352686,0.000303281,0.000331404,0.044540445,0.03829705,0.051533849,1.79E+32,1.73E+31,1.27E+31,1.67E+19,1.56E+19,4.53E+20,13.25300026,2857,0.134,5.1798501,M4.5-M10,0.65,nan,0.65,-0.502099873,15.65888217,1,0,0
289840928,1,1,1,2458333.054,0.002321438,0.002356546,0.043950808,0.008925826,0.008907913,0.082779085,0.015287309,0.010365876,0.316976503,0.302829695,0.327363274,1.32E+33,3.78E+32,3.1E+32,8.16E+19,7.71E+19,9.91E+20,11.98400021,3120,0.207,5.05691004,M0-M4.5,0.65,nan,0.65,-0.484767956,15.12972119,1,0,0
290027057,1,1,1,2458328.878,0.000122028,0.000108963,0.44282362,0.044695722,0.062674314,0.002060146,0.000446343,0.000425335,0.038320383,0.029400294,0.047413807,1.14E+32,1.37E+31,1.3E+31,4.03E+19,3.89E+19,6.29E+20,14.66800022,2821,0.12899999,5.19952011,M4.5-M10,0.453,nan,0.453,nan,nan,0,0,0
290496318,1,1,1,2458342.052,5.33E-05,5.7E-05,0.107181618,0.003649585,0.003782032,0.003307741,0.000205363,0.000220027,0.044407111,0.041250413,0.047820478,1.21E+33,4.12E+31,6.39E+31,6.09E+19,5.71E+19,7.28E+20,11.17500019,3406,nan,nan,M0-M4.5,0.985,nan,0.985,-0.701121328,21.78254354,0,0,0
293482385,1,1,1,2458342.696,0.000605284,0.000386311,0.042583683,0.004780142,0.005088685,0.007615131,0.001620488,0.001761611,0.076104094,0.057257239,0.097630976,3.11E+32,4.61E+31,6.48E+31,2.24E+19,2E+19,3.27E+20,12.8920002,3097,nan,nan,M4.5-M10,0.4,nan,0.4,nan,nan,0,0,0
293507177,1,1,1,2458325.892,0.00025037,0.000272628,0.03736095,0.0036383,0.004126928,0.013274702,0.001320911,0.001113136,0.126221262,0.109121091,0.142398091,9.59E+33,1.61E+33,2E+33,1.63E+20,1.58E+20,2.47E+21,10.03100014,3834,0.68599999,4.6108799,M0-M4.5,0.569,nan,0.569,-1.838480045,61.71723424,0,0,1
293508236,1,1,1,2458329.579,9.65E-05,9.93E-05,0.204189326,0.012605298,0.013251019,0.003480017,0.000415624,0.000493022,0.055053884,0.047777144,0.063750638,1.1E+33,9.7E+31,1.2E+32,1.1E+20,1.07E+20,9.75E+20,12.82299995,3277,0.27500001,4.9763999,M0-M4.5,nan,nan,nan,nan,nan,0,0,0
293618677,1,1,1,2458328.47,0.000367554,0.000223143,0.128002516,0.027206382,0.040393759,0.002335982,0.000886051,0.001235805,0.032916996,0.019133525,0.053987207,3.93E+32,9.31E+31,1.04E+32,5.9E+19,5.63E+19,1.35E+21,14.10000038,3253,nan,nan,M0-M4.5,0.8,nan,0.8,nan,nan,0,0,0
29430569,1,1,1,2458326.736,0.000909826,0.001075279,0.115954067,0.010304198,0.013926132,0.033849187,0.005972417,0.010096157,0.281596149,0.275632756,0.291782918,1.22E+33,2.26E+32,5.18E+32,6.61E+19,6.02E+19,4.98E+20,13.59000015,3044,0.17900001,5.09707022,M4.5-M10,nan,nan,nan,-0.411373609,12.59328866,1,0,0
294329266,1,1,1,2458326.725,0.000199918,0.000221761,0.08867921,0.004090573,0.004093997,0.011968967,0.001236302,0.001338178,0.152228189,0.134614679,0.171488382,1.67E+33,1.6E+32,1.53E+32,1.03E+20,9.85E+19,2.04E+21,12.20699978,3232,nan,nan,M0-M4.5,0.37,nan,0.37,-0.86471232,27.70878905,0,0,0
294750180,1,1,1,2458350.807,0.000128102,0.000118928,0.278626554,0.00492433,0.004876972,0.012273508,0.00042316,0.000428568,0.207882079,0.199955333,0.215928826,3.03E+34,8.88E+32,9.46E+32,2.11E+21,2.06E+21,3.28E+22,9.01500034,3590,0.503959,4.73713017,M0-M4.5,0.526,nan,0.526,-0.818119519,26.77054915,0,0,0
294754396,1,1,1,2458337.523,0.000140323,0.000144531,0.049456615,0.001789172,0.001828545,0.0068065,0.000435593,0.000491825,0.071797385,0.066330663,0.07797078,3.4E+33,2.21E+32,2.7E+32,1.56E+20,1.39E+20,2.71E+21,10.67000008,3736,nan,nan,M0-M4.5,nan,nan,nan,nan,nan,0,0,0
29477348,1,1,1,2458327.681,0.000670287,0.000784702,0.031747931,0.004794603,0.004923399,0.019257671,0.003645466,0.005655917,0.171485048,0.129537962,0.235172352,3.47E+32,4.49E+31,7.33E+31,3.52E+19,3.38E+19,6.56E+20,12.01099968,3121,0.207,5.05934,M0-M4.5,0.323,nan,0.323,nan,nan,0,0,0
29671923,1,1,1,2458326.551,9.05E-05,9.38E-05,0.266736137,0.012329184,0.013089537,0.003415449,0.000284931,0.000305318,0.057310573,0.051997187,0.063073964,1.55E+33,8.17E+31,8.38E+31,6.56E+19,5.91E+19,7.68E+20,13.17199993,3309,0.28999999,4.96079016,M0-M4.5,0.585,nan,0.585,-0.466274126,14.60477927,1,0,0
29779873,1,1,1,2458329.464,9.74E-05,8.4E-06,1.072361939,0.873934677,0.377782646,0.000185462,4.78E-05,0.000729009,0.004033374,0.002160022,0.020906876,2.28E+32,2.37E+31,2.84E+31,3.81E+19,3.54E+19,3.75E+20,12.49499989,3211,nan,nan,M0-M4.5,nan,nan,nan,-0.70597258,22.07867246,0,0,0
29780677,1,1,1,2458340.073,4.95E-05,4.93E-05,2.868223092,0.131152344,0.135414225,0.002157695,0.000159991,0.000170527,0.054617213,0.050233836,0.059320593,6.44E+33,2.54E+32,4.37E+32,2.08E+20,1.93E+20,5.16E+21,12.88599968,3219,0.248,5.00746012,M0-M4.5,nan,nan,nan,-0.491913117,15.02420975,0,0,0
29781591,1,1,1,2458340.181,9.88E-05,0.000106586,0.049206348,0.003801154,0.004338218,0.002148529,0.000292844,0.000321628,0.02262356,0.018983523,0.026780268,8.19E+33,6.08E+32,8.14E+32,3.61E+20,3.4E+20,3.86E+21,11.52299976,4747,0.78820401,4.52733994,FGK,nan,nan,nan,nan,nan,0,0,0
29830830,1,1,1,2458332.745,0.000165196,0.000179252,0.048726702,0.003028892,0.003431465,0.004458094,0.000509531,0.000535693,0.046780468,0.040493738,0.053660537,1.31E+33,1.13E+32,1.13E+32,1.37E+20,1.27E+20,2.2E+21,11.63500023,3560,nan,nan,M0-M4.5,nan,nan,nan,nan,nan,0,0,0
299798795,1,1,1,2458334.503,0.000174661,0.000176202,0.04994136,0.002107118,0.00217308,0.008553417,0.000730168,0.000818137,0.090534239,0.081557482,0.10067434,1.34E+33,8.75E+31,1.19E+32,8.33E+19,7.73E+19,3.08E+21,11.45699978,3442,0.35699999,4.89300013,M0-M4.5,nan,nan,nan,-0.559463437,17.58643892,0,0,0
300037002,1,1,1,2458336.52,0.00034813,0.00024039,0.263496974,0.081195132,0.12657229,0.001905855,0.000908935,0.002103972,0.031896986,0.015360154,0.072760728,6.97E+31,2.03E+31,3E+31,2.49E+19,2.31E+19,4.46E+20,15.14000034,2860,0.134,5.1798501,M4.5-M10,nan,nan,nan,nan,nan,0,0,0
300266322,1,1,1,2458328.731,0.000120438,0.000137025,0.074286387,0.004200671,0.00445576,0.004780908,0.000498865,0.000551169,0.05765391,0.050710507,0.065453988,1.14E+33,7.71E+31,1.12E+32,8.86E+19,8.23E+19,2.39E+21,12.06799984,3458,0.366,4.88433981,M0-M4.5,nan,nan,nan,nan,nan,0,0,0
300561157,1,1,1,2458352.869,5.15E-05,5.03E-05,0.084919229,0.001840572,0.001839096,0.005185663,0.000217206,0.000223566,0.065117318,0.06198062,0.068354017,2.26E+34,6.73E+32,6.76E+32,6.77E+20,6.33E+20,8.94E+21,11.09200001,4482,0.73313999,4.55521011,FGK,nan,nan,nan,nan,nan,0,0,0
300866996,1,1,1,2458340.869,0.000147061,0.000184913,0.151939418,0.01596171,0.01705338,0.003446883,0.00062484,0.000780996,0.050780508,0.040403737,0.063957306,6.25E+31,5.67E+30,1.06E+31,1.15E+19,1.06E+19,2.39E+20,13.08199978,2864,nan,nan,M4.5-M10,0.355,nan,0.355,-1.421236209,44.30533294,0,0,0
300969581,1,1,1,2458352.665,0.000378154,0.000489488,0.044766723,0.003429757,0.003617243,0.010620764,0.002023781,0.002318303,0.108111081,0.084967516,0.135438021,1.66E+33,2.53E+32,3.07E+32,7.03E+19,6.35E+19,6.69E+20,12.08699989,3370,nan,nan,M0-M4.5,nan,nan,nan,-1.180663452,37.72553617,0,0,0
302116397,1,1,1,2458327.902,5.36E-05,5.53E-05,0.094516551,0.001617618,0.001645673,0.006655838,0.000231988,0.000234112,0.086234196,0.082814161,0.089710897,1.9E+35,4.01E+33,7.61E+33,2.93E+21,2.87E+21,4.3E+22,9.81999969,5238,1.20771003,4.22596979,FGK,nan,nan,nan,-0.672492879,22.41785548,0,0,1
302296434,1,1,1,2458334.016,8.4E-05,8.41E-05,0.199973325,0.024324125,0.032450251,0.002020866,0.000452504,0.000505621,0.031816985,0.02395024,0.041143745,1.1E+32,1.21E+31,1.43E+31,1.54E+19,1.38E+19,1.53E+20,13.27799988,2959,0.155,5.13330984,M4.5-M10,nan,nan,nan,-0.226693711,6.534905628,1,0,0
302298728,1,1,1,2458329.069,8.33E-05,8.41E-05,0.224244617,0.006558042,0.006567085,0.00640565,0.000430064,0.000433475,0.103494368,0.095907626,0.111207779,6.45E+32,4.8E+31,3.61E+31,6.61E+19,6.29E+19,1.2E+21,12.98600006,3043,0.17900001,5.09707022,M4.5-M10,0.174,nan,0.174,-0.641132647,19.8008025,0,0,0
302333352,1,1,1,2458341.504,0.000143776,0.00021895,0.142458901,0.012174043,0.013167388,0.004139872,0.000704457,0.000874235,0.059993933,0.04863382,0.07431741,3.05E+33,2.71E+32,3.77E+32,8.58E+19,7.83E+19,2.1E+21,13.25899982,3522,0.39899999,4.85452986,M0-M4.5,nan,nan,nan,nan,nan,0,0,0
302376679,1,1,1,2458327.578,8.6E-05,8.37E-05,0.218273241,0.054771903,0.086623009,0.001292211,0.000503941,0.000791353,0.020750208,0.011823452,0.035963693,2.65E+32,5.57E+31,4.96E+31,5.27E+19,5.16E+19,8.69E+20,12.94799995,3176,0.229,5.03261995,M0-M4.5,nan,nan,nan,-0.744789117,23.17539307,0,0,0
302965929,1,1,1,2458345.274,1.59E-05,1.6E-05,0.398208987,0.006559399,0.006428874,0.002494007,7.7E-05,8.33E-05,0.045440454,0.043893772,0.047107138,1.36E+34,3.32E+32,2.86E+32,3.24E+20,3.12E+20,1.68E+22,10.46199989,3789,nan,nan,M0-M4.5,nan,nan,nan,nan,nan,0,0,0
303909762,1,1,1,2458330.541,0.000174739,0.000193297,0.040705479,0.003379929,0.003651138,0.004650685,0.00074457,0.000870103,0.045697124,0.037127038,0.056007227,8E+32,9.27E+31,1.16E+32,6.87E+19,6.44E+19,1.12E+21,11.96500015,3467,nan,nan,M0-M4.5,0.447,nan,0.447,nan,nan,0,0,0
